qseqid	sseqid	Gene_catalogue	Enzyme
k117_340948_2	1234364.AMSF01000010_gene492	k117_340948_2_L-RA	phoR
k117_341086_2	182412145	k117_341086_2_L-RA	phnC
k117_341116_2	A0A2V5PZ30	k117_341116_2_L-RA	pyk
k117_341667_4	384149284	k117_341667_4_L-RA	ugpE
k117_341865_3	1122138.AQUZ01000112_gene3269	k117_341865_3_L-RA	nrdD
k117_342053_1	182412145	k117_342053_1_L-RA	phnC
k117_342326_1	710686.Mycsm_00041	k117_342326_1_L-RA	ptsI
k117_342445_4	710686.Mycsm_00551	k117_342445_4_L-RA	ppx
k117_342927_1	1283299.AUKG01000005_gene36	k117_342927_1_L-RA	phnK
k117_343075_1	ssia:A7J05_08705	k117_343075_1_L-RA	phnC
k117_343215_3	526226.Gbro_0423	k117_343215_3_L-RA	ppc
k117_343521_1	1134445.AJJM01000067_gene1672	k117_343521_1_L-RA	SenX3
k117_345865_4	abac:LuPra_04432	k117_345865_4_L-RA	deoB
k117_345874_2	710686.Mycsm_06316	k117_345874_2_L-RA	phnT
k117_345874_4	710686.Mycsm_06314	k117_345874_4_L-RA	pyrE
k117_345970_2	43354.JOIJ01000002_gene4475	k117_345970_2_L-RA	gdh
k117_346000_1	A0A533V5D4	k117_346000_1_L-RA	pyrG
k117_346056_3	929712.KI912613_gene2903	k117_346056_3_L-RA	phnC
k117_346477_5	1463887.KL590037_gene1821	k117_346477_5_L-RA	deoB
k117_347769_3	ncn:BZZ01_23745	k117_347769_3_L-RA	phoD
k117_349739_4	381764.Fnod_1120	k117_349739_4_L-RA	dut
k117_349821_2	A0A146GBG0	k117_349821_2_L-RA	purF
k117_350862_9	arm:ART_2120	k117_350862_9_L-RA	phnN
k117_352174_21	meti:DK427_18730	k117_352174_21_L-RA	ugpC
k117_354341_3	1430440.MGMSRv2_2053	k117_354341_3_L-RA	RegX3
k117_354672_1	abac:LuPra_04245	k117_354672_1_L-RA	pyrF
k117_355301_1	1906.SFRA_16855	k117_355301_1_L-RA	pstC
k117_357163_1	67257.JODR01000015_gene5842	k117_357163_1_L-RA	phny
k117_357710_2	A0A538DQI2	k117_357710_2_L-RA	deoB
k117_360130_1	710686.Mycsm_03289	k117_360130_1_L-RA	phnT
k117_361316_4	374335402	k117_361316_4_L-RA	purQ
k117_362778_2	1266925.JHVX01000001_gene2468	k117_362778_2_L-RA	purM
k117_363015_1	A0A3N5NNP5	k117_363015_1_L-RA	guaB
k117_364416_2	644548.SCNU_14966	k117_364416_2_L-RA	gdh
k117_366090_1	325295201	k117_366090_1_L-RA	purH
k117_366490_2	641146.HMPREF9020_01563	k117_366490_2_L-RA	adk
k117_367697_4	284046469	k117_367697_4_L-RA	pstB
k117_368084_2	1352941.M877_18175	k117_368084_2_L-RA	purK
k117_369210_3	A0A6J4PZ73	k117_369210_3_L-RA	tmk
k117_369774_1	A0A538A075	k117_369774_1_L-RA	guaA
k117_371865_4	710687.KI912270_gene3138	k117_371865_4_L-RA	pyrE
k117_373113_1	547163.BN979_03155	k117_373113_1_L-RA	purC
k117_373113_4	1449069.JMLO01000014_gene4376	k117_373113_4_L-RA	purH
k117_373383_3	208444.JNYY01000013_gene7614	k117_373383_3_L-RA	dut
k117_378018_5	1038866.KB902783_gene5991	k117_378018_5_L-RA	aepP
k117_378332_1	A0A538G1P1	k117_378332_1_L-RA	dcd
k117_381630_2	rbm:TEF_14960	k117_381630_2_L-RA	pstB
k117_381983_1	A0A538IHV8	k117_381983_1_L-RA	purL
k117_381983_2	A0A538J3E0	k117_381983_2_L-RA	purL
k117_382542_4	358823.DF19_26930	k117_382542_4_L-RA	pyrF
k117_383235_2	ard:AXF14_12000	k117_383235_2_L-RA	rpiA
k117_38331_3	1449353.JQMQ01000005_gene3595	k117_38331_3_L-RA	pstB
k117_384323_1	710687.KI912270_gene2641	k117_384323_1_L-RA	deoB
k117_386321_4	1380358.JADJ01000007_gene3131	k117_386321_4_L-RA	gdh
k117_387012_5	1461694.ATO9_17025	k117_387012_5_L-RA	guaA
k117_38717_1	103733.JNYO01000019_gene2227	k117_38717_1_L-RA	phnC
k117_387222_3	487521.OCU_26870	k117_387222_3_L-RA	purM
k117_38736_1	316057.RPD_0903	k117_38736_1_L-RA	purF
k117_387683_3	A0A537TD71	k117_387683_3_L-RA	purL
k117_387850_1	34506.g5631	k117_387850_1_L-RA	phoC
k117_388082_2	710686.Mycsm_02342	k117_388082_2_L-RA	phnT
k117_388183_1	abac:LuPra_03058	k117_388183_1_L-RA	pit
k117_388348_2	710686.Mycsm_00642	k117_388348_2_L-RA	phoP
k117_389734_3	111024796	k117_389734_3_L-RA	phoR
k117_39002_2	108805802	k117_39002_2_L-RA	phoB
k117_391116_3	284044303	k117_391116_3_L-RA	phoH
k117_391547_5	1121468.AUBR01000044_gene1837	k117_391547_5_L-RA	phnW
k117_393357_1	108805362	k117_393357_1_L-RA	tmk
k117_396778_25	A0A538GIN1	k117_396778_25_L-RA	pyrG
k117_398401_7	350054.Mflv_2090	k117_398401_7_L-RA	purH
k117_399588_1	A0A6G8PV84	k117_399588_1_L-RA	adk
k117_400001_1	1283299.AUKG01000005_gene64	k117_400001_1_L-RA	ppx
k117_401057_1	258533.BN977_01255	k117_401057_1_L-RA	pyrE
k117_402740_2	lmoi:VV02_10085	k117_402740_2_L-RA	deoB
k117_402796_2	1380394.JADL01000013_gene697	k117_402796_2_L-RA	gnl
k117_403294_2	710687.KI912270_gene3331	k117_403294_2_L-RA	pyrF
k117_405827_1	336119904	k117_405827_1_L-RA	pps
k117_411869_3	336117153	k117_411869_3_L-RA	pyrH
k117_41194_1	1172188.KB911822_gene918	k117_41194_1_L-RA	purK
k117_41251_1	nmv:NITMOv2_0913	k117_41251_1_L-RA	ugpC
k117_412913_5	A0A6J4QUB1	k117_412913_5_L-RA	rpiA
k117_414382_3	875328.JDM601_3620	k117_414382_3_L-RA	purM
k117_414652_5	256394317	k117_414652_5_L-RA	phnC
k117_41542_1	240015.ACP_2257	k117_41542_1_L-RA	pstB
k117_415996_3	mgo:AFA91_21750	k117_415996_3_L-RA	dut
k117_416255_2	290399.Arth_0924	k117_416255_2_L-RA	purN
k117_418425_1	1121017.AUFG01000003_gene3406	k117_418425_1_L-RA	pyrE
k117_41860_1	A0A4V2APJ5	k117_41860_1_L-RA	purQ
k117_419307_2	1068980.ARVW01000001_gene6209	k117_419307_2_L-RA	purN
k117_430700_5	1408452.JAGZ01000002_gene4363	k117_430700_5_L-RA	ugpC
k117_43083_3	710685.MycrhN_1453	k117_43083_3_L-RA	gcd
k117_434264_1	1033730.CAHG01000006_gene1181	k117_434264_1_L-RA	phnC
k117_43483_3	A0A1H1YUI3	k117_43483_3_L-RA	guaB
k117_434929_7	1348663.KCH_34780	k117_434929_7_L-RA	pyrF
k117_43618_2	A0A1H0T3F9	k117_43618_2_L-RA	purC
k117_43618_3	1172188.KB911820_gene3072	k117_43618_3_L-RA	purS
k117_443086_4	298654.FraEuI1c_0771	k117_443086_4_L-RA	adk
k117_444518_4	216594.MMAR_0387	k117_444518_4_L-RA	gdh
k117_446093_1	A0A538D9W9	k117_446093_1_L-RA	pyrH
k117_446517_1	42256.RradSPS_3049	k117_446517_1_L-RA	phoB
k117_447098_2	362242.MUL_2804	k117_447098_2_L-RA	purM
k117_447883_1	A0A679I0V4	k117_447883_1_L-RA	purL
k117_447982_4	284044971	k117_447982_4_L-RA	pyk
k117_449647_1	1133850.SHJG_5029	k117_449647_1_L-RA	ppk
k117_449647_4	931627.MycrhDRAFT_0379	k117_449647_4_L-RA	pstC
k117_449647_5	931627.MycrhDRAFT_0378	k117_449647_5_L-RA	pstS
k117_450245_1	7213.XP_004528270.1	k117_450245_1_L-RA	phnC
k117_450677_2	mmai:sS8_4169	k117_450677_2_L-RA	phnC
k117_452282_28	284041764	k117_452282_28_L-RA	phoP
k117_452339_2	710686.Mycsm_03204	k117_452339_2_L-RA	phnK
k117_452855_2	1449048.JQKU01000021_gene1857	k117_452855_2_L-RA	pyrF
k117_45697_1	710686.Mycsm_00296	k117_45697_1_L-RA	phnK
k117_458545_3	710686.Mycsm_06216	k117_458545_3_L-RA	glpQ
k117_460713_2	497964.CfE428DRAFT_2462	k117_460713_2_L-RA	ndk
k117_462163_1	224369502	k117_462163_1_L-RA	guaA
k117_462163_3	37659.JNLN01000001_gene1731	k117_462163_3_L-RA	pyrE
k117_462777_4	561175.KB894093_gene2726	k117_462777_4_L-RA	ugpC
k117_465020_2	1123023.JIAI01000002_gene4920	k117_465020_2_L-RA	pyrF
k117_465782_1	A0A1F2T1M4	k117_465782_1_L-RA	purH
k117_466316_8	468556.AQYG01000047_gene1625	k117_466316_8_L-RA	pyk
k117_46672_4	284045942	k117_46672_4_L-RA	pstA
k117_469966_1	cmb:CSW64_07225	k117_469966_1_L-RA	purF
k117_47038_1	A0A2H5WFA0	k117_47038_1_L-RA	phoR
k117_471246_1	1366046.HIMB11_01797	k117_471246_1_L-RA	phnT
k117_471878_1	nja:NSJP_1715	k117_471878_1_L-RA	phnW
k117_472026_1	710686.Mycsm_05279	k117_472026_1_L-RA	purN
k117_472769_1	A0A2T7U796	k117_472769_1_L-RA	ppc
k117_472923_1	108804177	k117_472923_1_L-RA	spoT
k117_472995_7	1123052.AUDF01000002_gene581	k117_472995_7_L-RA	purN
k117_473527_36	103733.JNYO01000185_gene4957	k117_473527_36_L-RA	tmk
k117_473535_2	604331.AUHY01000042_gene2019	k117_473535_2_L-RA	gdh
k117_475780_2	302865569	k117_475780_2_L-RA	gntK
k117_475960_4	A0A538EZ24	k117_475960_4_L-RA	purM
k117_477454_4	861360.AARI_31960	k117_477454_4_L-RA	ppk
k117_479449_5	1429046.RR21198_5699	k117_479449_5_L-RA	purH
k117_479728_2	A0A538CIG3	k117_479728_2_L-RA	tmk
k117_479999_4	1122621.ATZA01000003_gene1483	k117_479999_4_L-RA	guaA
k117_480966_1	1380386.JIAW01000028_gene7026	k117_480966_1_L-RA	phoP
k117_480993_2	710686.Mycsm_02821	k117_480993_2_L-RA	pyrF
k117_480993_5	1370125.AUWT01000040_gene410	k117_480993_5_L-RA	gmk
k117_481250_4	pseh:XF36_22770	k117_481250_4_L-RA	pstC
k117_483640_1	749414.SBI_08240	k117_483640_1_L-RA	tmk
k117_484686_1	284042589	k117_484686_1_L-RA	phnK
k117_487813_1	nmv:NITMOv2_1305	k117_487813_1_L-RA	purQ
k117_487813_2	A0A533BBU3	k117_487813_2_L-RA	purS
k117_487892_3	302038643	k117_487892_3_L-RA	purM
k117_488168_1	1231185.BAMP01000053_gene4665	k117_488168_1_L-RA	ppdK
k117_489813_2	1078020.KEK_16768	k117_489813_2_L-RA	gdh
k117_492898_2	1184609.KILIM_005_00730	k117_492898_2_L-RA	phnC
k117_495742_2	108803840	k117_495742_2_L-RA	purN
k117_496226_3	269797859	k117_496226_3_L-RA	pyrE
k117_497660_4	710686.Mycsm_00546	k117_497660_4_L-RA	SenX3
k117_498560_3	arh:AHiyo8_50930	k117_498560_3_L-RA	adk
k117_499042_1	246196.MSMEI_1575	k117_499042_1_L-RA	pstB
k117_505013_2	1120950.KB892764_gene5606	k117_505013_2_L-RA	phnW
k117_506104_4	A0A538HC66	k117_506104_4_L-RA	ugpC
k117_506680_3	108805273	k117_506680_3_L-RA	phnC
k117_507292_1	1961.JOAK01000011_gene5840	k117_507292_1_L-RA	phnI
k117_507744_2	710686.Mycsm_03682	k117_507744_2_L-RA	gntK
k117_508775_2	A0A2V5ZNF1	k117_508775_2_L-RA	pstS
k117_508934_1	1120950.KB892781_gene424	k117_508934_1_L-RA	phnC
k117_509543_3	1348663.KCH_34780	k117_509543_3_L-RA	pyrF
k117_509592_4	chm:B842_10355	k117_509592_4_L-RA	ppk
k117_509991_1	1463861.JNXE01000008_gene9457	k117_509991_1_L-RA	gdh
k117_511001_2	336179845	k117_511001_2_L-RA	ppk
k117_511142_6	1157943.KB892705_gene673	k117_511142_6_L-RA	phnC
k117_511166_3	709797.CSIRO_1766	k117_511166_3_L-RA	ppk
k117_512463_1	A0A7W0K0T4	k117_512463_1_L-RA	pstB
k117_51256_4	abac:LuPra_01417	k117_51256_4_L-RA	gcd
k117_512592_20	700508.D174_04095	k117_512592_20_L-RA	phnK
k117_512686_5	1380390.JIAT01000009_gene734	k117_512686_5_L-RA	prsA
k117_513069_1	222534.KB893730_gene5784	k117_513069_1_L-RA	gdh
k117_513077_1	258533.BN977_01658	k117_513077_1_L-RA	RegX3
k117_513435_3	108804238	k117_513435_3_L-RA	purK
k117_519484_5	42256.RradSPS_2185	k117_519484_5_L-RA	pckA
k117_519614_1	1283299.AUKG01000001_gene2551	k117_519614_1_L-RA	RegX3
k117_52040_6	1463936.JOJI01000042_gene564	k117_52040_6_L-RA	purQ
k117_521257_1	330465738	k117_521257_1_L-RA	phnC
k117_521867_1	258533.BN977_00519	k117_521867_1_L-RA	purN
k117_522335_2	abac:LuPra_00512	k117_522335_2_L-RA	phnC
k117_522846_1	A0A2H6B5N4	k117_522846_1_L-RA	nrdJ
k117_523080_1	A0A7I7S5P1	k117_523080_1_L-RA	purH
k117_523345_7	A0A7H8LXU7	k117_523345_7_L-RA	ppdK
k117_524668_1	470179834	k117_524668_1_L-RA	pyk
k117_524840_2	1112204.GPOL_c26400	k117_524840_2_L-RA	pstB
k117_52837_4	710421.Mycch_1560	k117_52837_4_L-RA	phnC
k117_528712_3	284045610	k117_528712_3_L-RA	gdh
k117_52900_1	A0A1Q3NJ06	k117_52900_1_L-RA	purC
k117_531291_4	alo:CRK59406	k117_531291_4_L-RA	phnT
k117_532087_3	A0A2S6TA75	k117_532087_3_L-RA	ugpC
k117_533696_2	389865044	k117_533696_2_L-RA	ugpC
k117_533761_4	1038859.AXAU01000002_gene388	k117_533761_4_L-RA	RegX3
k117_534236_4	nmv:NITMOv2_4443	k117_534236_4_L-RA	phoH
k117_53489_2	A0A1F2XZ28	k117_53489_2_L-RA	pyrH
k117_534904_4	350058.Mvan_3674	k117_534904_4_L-RA	phoP
k117_535453_1	710686.Mycsm_05626	k117_535453_1_L-RA	purM
k117_53600_1	208439.AJAP_35145	k117_53600_1_L-RA	deoB
k117_537161_1	42256.RradSPS_2185	k117_537161_1_L-RA	pckA
k117_538110_2	1410666.JHXG01000003_gene1192	k117_538110_2_L-RA	pstS
k117_538959_3	1380386.JIAW01000018_gene2954	k117_538959_3_L-RA	pstB
k117_539309_6	A0A537SU92	k117_539309_6_L-RA	phnN
k117_539451_3	1283299.AUKG01000001_gene1300	k117_539451_3_L-RA	phnL
k117_541513_3	1122614.JHZF01000015_gene2366	k117_541513_3_L-RA	tmk
k117_541987_3	A0A2A7MW28	k117_541987_3_L-RA	phoP
k117_542755_1	382464.ABSI01000011_gene3114	k117_542755_1_L-RA	phnC
k117_544483_2	710686.Mycsm_05958	k117_544483_2_L-RA	tmk
k117_545456_1	1283299.AUKG01000003_gene551	k117_545456_1_L-RA	guaB
k117_547027_2	A0A538IBU0	k117_547027_2_L-RA	purN
k117_547303_2	A0A537R740	k117_547303_2_L-RA	gnd
k117_548407_1	159037255	k117_548407_1_L-RA	phny
k117_549697_3	485913.Krac_4862	k117_549697_3_L-RA	ppd
k117_552014_5	246196.MSMEI_2543	k117_552014_5_L-RA	phnR
k117_556465_2	108805196	k117_556465_2_L-RA	gdh
k117_557696_4	A0A7I9YLE8	k117_557696_4_L-RA	nrdF
k117_558159_6	A0A1H9M9M2	k117_558159_6_L-RA	purN
k117_559087_1	1150599.MPHLEI_08014	k117_559087_1_L-RA	deoB
k117_56038_3	710686.Mycsm_00408	k117_56038_3_L-RA	purT
k117_560585_2	1385521.N803_00950	k117_560585_2_L-RA	thyA
k117_560585_3	A0A542HH12	k117_560585_3_L-RA	thyA
k117_561048_2	121997901	k117_561048_2_L-RA	ugpC
k117_562597_1	182412142	k117_562597_1_L-RA	phoB
k117_56309_4	336119756	k117_56309_4_L-RA	pyk
k117_56603_1	1380390.JIAT01000010_gene4545	k117_56603_1_L-RA	pstB
k117_568472_1	euz:DVS28_a1516	k117_568472_1_L-RA	ppx
k117_569517_1	124266120	k117_569517_1_L-RA	pstB
k117_570226_5	710686.Mycsm_04210	k117_570226_5_L-RA	ndk
k117_570320_1	108803711	k117_570320_1_L-RA	phnK
k117_571098_8	710421.Mycch_2054	k117_571098_8_L-RA	phnN
k117_572393_1	2002.JOEQ01000010_gene6171	k117_572393_1_L-RA	ppdK
k117_573746_4	A0A537S475	k117_573746_4_L-RA	pstA
k117_574426_1	331700136	k117_574426_1_L-RA	RegX3
k117_574902_1	gom:D7316_00937	k117_574902_1_L-RA	gdh
k117_574978_2	298655.KI912266_gene1081	k117_574978_2_L-RA	phnC
k117_575203_5	A0A2H6B5Y7	k117_575203_5_L-RA	pyk
k117_57524_2	roa:Pd630_LPD14023	k117_57524_2_L-RA	gntK
k117_575656_3	pvn:A7sIIA15_05095	k117_575656_3_L-RA	phoH
k117_575657_1	374335402	k117_575657_1_L-RA	purQ
k117_576430_3	1464048.JNZS01000010_gene5052	k117_576430_3_L-RA	phoP
k117_576794_3	298655.KI912266_gene2775	k117_576794_3_L-RA	phnC
k117_577238_7	1120959.ATXF01000008_gene589	k117_577238_7_L-RA	pstA
k117_577802_1	W4LLQ6	k117_577802_1_L-RA	purD
k117_579158_1	1121861.KB899919_gene2771	k117_579158_1_L-RA	pstB
k117_580573_1	A0A7C2DAD7	k117_580573_1_L-RA	guaA
k117_581613_3	1380390.JIAT01000013_gene218	k117_581613_3_L-RA	phnC
k117_582423_1	A0A537T725	k117_582423_1_L-RA	ugpC
k117_58268_8	108804319	k117_58268_8_L-RA	pyk
k117_583371_2	313589.JNB_03560	k117_583371_2_L-RA	pstB
k117_583830_6	875328.JDM601_0993	k117_583830_6_L-RA	phoP
k117_585703_1	miv:C4E04_07580	k117_585703_1_L-RA	gnl
k117_586412_3	A0A6I3J676	k117_586412_3_L-RA	purN
k117_587147_5	A0A538FT78	k117_587147_5_L-RA	purL
k117_587882_4	A0A538KV45	k117_587882_4_L-RA	purS
k117_587882_5	A0A538KZ54	k117_587882_5_L-RA	purC
k117_588994_3	rhz:RHPLAN_11290	k117_588994_3_L-RA	ugpC
k117_589683_4	336116140	k117_589683_4_L-RA	purN
k117_590324_2	A0A842Q172	k117_590324_2_L-RA	pstB
k117_590516_7	ndk:I601_2580	k117_590516_7_L-RA	ugpC
k117_590961_4	47839.CCAU010000016_gene4241	k117_590961_4_L-RA	gdh
k117_590961_6	710421.Mycch_3986	k117_590961_6_L-RA	purM
k117_591581_1	A0A7C3JL93	k117_591581_1_L-RA	pyk
k117_591718_4	A0A537X0S3	k117_591718_4_L-RA	dcd
k117_592836_4	A0A1Q7B8U1	k117_592836_4_L-RA	gmk
k117_592900_1	1035308.AQYY01000001_gene1781	k117_592900_1_L-RA	ugpC
k117_593098_2	285535.JOEY01000001_gene5277	k117_593098_2_L-RA	phnK
k117_593646_7	1464048.JNZS01000014_gene3039	k117_593646_7_L-RA	phnC
k117_59412_2	A0A6J4SKE3	k117_59412_2_L-RA	pyrH
k117_595565_11	A0A538AKM7	k117_595565_11_L-RA	ndk
k117_5977_1	A0A6J4P7L6	k117_5977_1_L-RA	purQ
k117_598170_5	317124388	k117_598170_5_L-RA	gdh
k117_599836_1	1380370.JIBA01000016_gene857	k117_599836_1_L-RA	ppx
k117_599836_2	1385520.N802_15565	k117_599836_2_L-RA	ppx
k117_599966_1	A0A177R9X5	k117_599966_1_L-RA	ppk
k117_599979_3	A0A2E6XW40	k117_599979_3_L-RA	purQ
k117_599979_4	A0A538HEJ6	k117_599979_4_L-RA	purQ
k117_600630_5	A0A538D0X9	k117_600630_5_L-RA	tmk
k117_601209_2	302037364	k117_601209_2_L-RA	guaA
k117_602486_2	lyd:D7I47_09230	k117_602486_2_L-RA	purL
k117_60418_1	876269.ARWA01000001_gene2939	k117_60418_1_L-RA	phoP
k117_60859_2	arz:AUT26_08950	k117_60859_2_L-RA	purL
k117_62283_1	A0A538AK38	k117_62283_1_L-RA	purA
k117_62482_4	nja:NSJP_3210	k117_62482_4_L-RA	phnC
k117_63156_3	471853.Bcav_0606	k117_63156_3_L-RA	ugpC
k117_64875_1	1449351.RISW2_13680	k117_64875_1_L-RA	pstB
k117_6538_2	219305.MCAG_05043	k117_6538_2_L-RA	phnC
k117_69002_8	A0A538I9J9	k117_69002_8_L-RA	purD
k117_71084_1	nja:NSJP_0055	k117_71084_1_L-RA	phnC
k117_71946_2	1385519.N801_15125	k117_71946_2_L-RA	ugpC
k117_71946_3	334335830	k117_71946_3_L-RA	dcd
k117_73551_1	132113.XP_003494838.1	k117_73551_1_L-RA	guaA
k117_73568_3	1370125.AUWT01000006_gene3203	k117_73568_3_L-RA	ptsI
k117_74097_2	nmv:NITMOv2_1926	k117_74097_2_L-RA	ppa
k117_74700_3	55980483	k117_74700_3_L-RA	purE
k117_76386_2	710685.MycrhN_4339	k117_76386_2_L-RA	tmk
k117_76552_3	428308563	k117_76552_3_L-RA	phnC
k117_77074_12	316058.RPB_4482	k117_77074_12_L-RA	purC
k117_7741_2	15606943	k117_7741_2_L-RA	pyrE
k117_77632_1	1267535.KB906767_gene860	k117_77632_1_L-RA	gdh
k117_78740_1	A0A6J4R1J8	k117_78740_1_L-RA	purD
k117_78740_2	A0A6J4R352	k117_78740_2_L-RA	purA
k117_79432_52	108803658	k117_79432_52_L-RA	guaA
k117_7953_3	1122611.KB903970_gene2569	k117_7953_3_L-RA	NA
k117_80410_1	1120934.KB894418_gene2040	k117_80410_1_L-RA	pyrE
k117_80478_7	A0A6I5X1V1	k117_80478_7_L-RA	dut
k117_81480_4	108804177	k117_81480_4_L-RA	spoT
k117_82338_2	710685.MycrhN_2525	k117_82338_2_L-RA	gdh
k117_83299_1	A0A1F2T866	k117_83299_1_L-RA	guaA
k117_83355_4	284042188	k117_83355_4_L-RA	phoP
k117_86100_1	ppul:RO07_13835	k117_86100_1_L-RA	gdh
k117_87077_2	710686.Mycsm_00570	k117_87077_2_L-RA	pstA
k117_88639_3	1380390.JIAT01000009_gene1812	k117_88639_3_L-RA	ugpC
k117_88700_3	A0A1M3BF97	k117_88700_3_L-RA	purL
k117_89202_2	myv:G155_10340	k117_89202_2_L-RA	ptsI
k117_90560_2	1283283.ATXA01000017_gene3745	k117_90560_2_L-RA	gnd
k117_92183_1	A0A6J4R2E2	k117_92183_1_L-RA	purM
k117_92183_3	A0A6J4Q6V8	k117_92183_3_L-RA	purH
k117_92854_1	lmoi:VV02_15295	k117_92854_1_L-RA	cmk
k117_93644_3	1380386.JIAW01000008_gene6210	k117_93644_3_L-RA	purE
k117_94234_2	caer:CSV91_07615	k117_94234_2_L-RA	ptsI
k117_94442_4	1303692.SFUL_5456	k117_94442_4_L-RA	adk
k117_9561_2	A0A6J4RI50	k117_9561_2_L-RA	ppa
k117_96369_1	1386089.N865_02790	k117_96369_1_L-RA	guaB
k117_97613_3	1230476.C207_01866	k117_97613_3_L-RA	ppd
k117_97975_3	926564.KI911759_gene4655	k117_97975_3_L-RA	purC
k117_97975_4	926564.KI911759_gene4655	k117_97975_4_L-RA	purC
k117_9823_7	bsx:C663_0141	k117_9823_7_L-RA	purH
k117_99134_1	A0A3N5TXA5	k117_991_3_L-RA	ppa
k117_99284_1	A0A3N5GDI1	k117_99284_1_L-RA	pyrE
k117_103432_2	A0A2W6DI12	k117_103432_2_M-CN	pstC
k117_105618_1	570952.ATVH01000017_gene1809	k117_105618_1_M-CN	purS
k117_106232_2	A0A537SU24	k117_106232_2_M-CN	pstC
k117_107602_2	A0A537UWH5	k117_107602_2_M-CN	purL
k117_109059_3	A0A1Q7X0Z0	k117_109059_3_M-CN	purA
k117_110770_3	1187851.A33M_3755	k117_110770_3_M-CN	guaA
k117_112067_1	269796912	k117_112067_1_M-CN	purM
k117_112606_1	69279.BG36_18620	k117_112606_1_M-CN	purH
k117_113544_1	58123.JOFJ01000004_gene1687	k117_113544_1_M-CN	ugpC
k117_115401_1	182415913	k117_115401_1_M-CN	guaA
k117_116260_1	1038858.AXBA01000029_gene753	k117_116260_1_M-CN	pckA
k117_118067_3	malg:MALG_04221	k117_118067_3_M-CN	phnK
k117_12215_1	1297570.MESS4_330207	k117_12215_1_M-CN	deoB
k117_124305_1	A0A538A131	k117_124305_1_M-CN	dcd
k117_130251_3	497964.CfE428DRAFT_4260	k117_130251_3_M-CN	pyrG
k117_13117_4	1120792.JAFV01000001_gene1812	k117_13117_4_M-CN	gdh
k117_133108_2	34506.g5631	k117_133108_2_M-CN	phoC
k117_133741_4	1267534.KB906755_gene3908	k117_133741_4_M-CN	ptsI
k117_135069_3	35754.JNYJ01000021_gene593	k117_135069_3_M-CN	pyrE
k117_136043_1	1206733.BAGC01000041_gene1844	k117_136043_1_M-CN	phnC
k117_140075_2	189753.AXAS01000044_gene6223	k117_140075_2_M-CN	gdh
k117_141398_3	A0A3D5DSB0	k117_141398_3_M-CN	pyrE
k117_144561_4	114567817	k117_144561_4_M-CN	ugpC
k117_144798_1	A0A537ZWD6	k117_144798_1_M-CN	purE
k117_148724_1	A0A2V6CJP1	k117_148724_1_M-CN	purC
k117_153260_1	408405022	k117_153260_1_M-CN	pckA
k117_153713_1	A0A1Q7B8R3	k117_153713_1_M-CN	thyA
k117_156450_2	103733.JNYO01000004_gene7976	k117_156450_2_M-CN	adk
k117_158636_2	103733.JNYO01000010_gene6298	k117_158636_2_M-CN	pstB
k117_160946_1	A0A537ZDN1	k117_160946_1_M-CN	purA
k117_162985_3	1211815.CBYP010000028_gene1077	k117_162985_3_M-CN	ugpC
k117_164609_4	670292.JH26_03925	k117_164609_4_M-CN	dut
k117_165499_1	1206732.BAGD01000065_gene2400	k117_165499_1_M-CN	purN
k117_170945_1	A0A538GIN1	k117_170945_1_M-CN	pyrG
k117_175595_2	rhz:RHPLAN_58640	k117_175595_2_M-CN	phnC
k117_177486_7	1380346.JNIH01000003_gene2054	k117_177486_7_M-CN	adk
k117_179072_1	1122611.KB903944_gene1202	k117_179072_1_M-CN	phoB
k117_179776_3	491916.RHECIAT_PC0000677	k117_179776_3_M-CN	rpiA
k117_18522_1	A0A538EVI1	k117_18522_1_M-CN	pyk
k117_189170_1	34506.g5631	k117_189170_1_M-CN	phoC
k117_194627_2	284047340	k117_194627_2_M-CN	phoB
k117_196110_11	A0A538G5C9	k117_196110_11_M-CN	pyk
k117_199994_1	715226.ABI_45140	k117_199994_1_M-CN	ppc
k117_202802_2	A0A2V9M3I0	k117_202802_2_M-CN	gnd
k117_203459_3	brn:D1F64_19740	k117_203459_3_M-CN	gdh
k117_203542_1	A0A2V6J3R3	k117_203542_1_M-CN	purQ
k117_203542_2	A0A2V5SEH6	k117_203542_2_M-CN	purS
k117_204312_1	298291390	k117_204312_1_M-CN	phnC
k117_204432_1	1120956.JHZK01000003_gene386	k117_204432_1_M-CN	purL
k117_20453_1	vbh:CMV30_02410	k117_20453_1_M-CN	phnC
k117_205038_1	404214039	k117_205038_1_M-CN	gdh
k117_20670_3	1205680.CAKO01000035_gene195	k117_20670_3_M-CN	phoB
k117_20685_2	883078.HMPREF9695_04128	k117_20685_2_M-CN	purF
k117_206973_1	1408418.JNJH01000028_gene1450	k117_206973_1_M-CN	gdh
k117_210390_2	A0A538G0X8	k117_210390_2_M-CN	dcd
k117_212925_1	1464048.JNZS01000014_gene3039	k117_212925_1_M-CN	phnC
k117_213847_1	1003200.AXXA_13794	k117_213847_1_M-CN	pstB
k117_214406_1	1283299.AUKG01000001_gene1828	k117_214406_1_M-CN	phoB
k117_21489_1	1206101.AZXC01000014_gene741	k117_21489_1_M-CN	lysR
k117_215204_3	235985.BBPN01000008_gene3938	k117_215204_3_M-CN	tmk
